ano,sigla_uf,id_municipio,nome,nome_regiao,populacao,pib_per_capita
2017,MA,2100204,Alcântara,Nordeste,21673,5366.72
2018,MA,2100204,Alcântara,Nordeste,22083,5869.08
2019,MA,2100204,Alcântara,Nordeste,22097,5676.65
2020,MA,2100204,Alcântara,Nordeste,22112,5978.38
2021,MA,2100204,Alcântara,Nordeste,22126,6724.98
2017,MA,2101350,Bacurituba,Nordeste,5574,6297.27
2018,MA,2101350,Bacurituba,Nordeste,5617,6242.66
2019,MA,2101350,Bacurituba,Nordeste,5644,6299.26
2020,MA,2101350,Bacurituba,Nordeste,5670,6738.1
2021,MA,2101350,Bacurituba,Nordeste,5696,6952.25
2017,MA,2101905,Bequimão,Nordeste,20881,5700.21
2018,MA,2101905,Bequimão,Nordeste,21260,6071.73
2019,MA,2101905,Bequimão,Nordeste,21280,5763.35
2020,MA,2101905,Bequimão,Nordeste,21299,6266.54
2021,MA,2101905,Bequimão,Nordeste,21317,6480.27
2017,MA,2102408,Cajapió,Nordeste,11019,4834.29
2018,MA,2102408,Cajapió,Nordeste,11136,4960.4
2019,MA,2102408,Cajapió,Nordeste,11177,5318.24
2020,MA,2102408,Cajapió,Nordeste,11216,5611.8
2021,MA,2102408,Cajapió,Nordeste,11255,6279.25
2017,MA,2103125,Central do Maranhão,Nordeste,8615,5074.17
2018,MA,2103125,Central do Maranhão,Nordeste,8604,5592.17
2019,MA,2103125,Central do Maranhão,Nordeste,8673,5398.48
2020,MA,2103125,Central do Maranhão,Nordeste,8740,5379.06
2021,MA,2103125,Central do Maranhão,Nordeste,8806,6627.64
2017,MA,2111789,Serrano do Maranhão,Nordeste,11040,6092.66
2018,MA,2111789,Serrano do Maranhão,Nordeste,10206,6730.55
2019,MA,2111789,Serrano do Maranhão,Nordeste,10253,5208.13
2020,MA,2111789,Serrano do Maranhão,Nordeste,10299,6009.9
2021,MA,2111789,Serrano do Maranhão,Nordeste,10343,7006.09
2017,MA,2109056,Porto Rico do Maranhão,Nordeste,5819,7200.38
2018,MA,2109056,Porto Rico do Maranhão,Nordeste,5995,6736.61
2019,MA,2109056,Porto Rico do Maranhão,Nordeste,5975,7450.38
2020,MA,2109056,Porto Rico do Maranhão,Nordeste,5955,7436.94
2021,MA,2109056,Porto Rico do Maranhão,Nordeste,5936,7726.92
2017,MA,2103703,Cururupu,Nordeste,30706,7029.8
2018,MA,2103703,Cururupu,Nordeste,32765,7136.46
2019,MA,2103703,Cururupu,Nordeste,32695,7034.87
2020,MA,2103703,Cururupu,Nordeste,32626,7111.94
2021,MA,2103703,Cururupu,Nordeste,32559,8126.42
2017,MA,2100832,Apicum-Açu,Nordeste,18374,5663.66
2018,MA,2100832,Apicum-Açu,Nordeste,17063,6374.61
2019,MA,2100832,Apicum-Açu,Nordeste,17239,6808.17
2020,MA,2100832,Apicum-Açu,Nordeste,17413,7041.12
2021,MA,2100832,Apicum-Açu,Nordeste,17582,7620.24
2017,MA,2101301,Bacuri,Nordeste,17435,5537.6
2018,MA,2101301,Bacuri,Nordeste,18508,5309.65
2019,MA,2101301,Bacuri,Nordeste,18582,5811.32
2020,MA,2101301,Bacuri,Nordeste,18654,5984.35
2021,MA,2101301,Bacuri,Nordeste,18726,6563.39
2017,MA,2106805,Mirinzal,Nordeste,14744,6165.29
2018,MA,2106805,Mirinzal,Nordeste,14913,6808.09
2019,MA,2106805,Mirinzal,Nordeste,14962,6857.51
2020,MA,2106805,Mirinzal,Nordeste,15011,6985.61
2021,MA,2106805,Mirinzal,Nordeste,15059,7442.26
2017,MA,2103109,Cedral,Nordeste,10490,6072.83
2018,MA,2103109,Cedral,Nordeste,10657,6324.86
2019,MA,2103109,Cedral,Nordeste,10675,6431.38
2020,MA,2103109,Cedral,Nordeste,10693,6713.55
2021,MA,2103109,Cedral,Nordeste,10711,7338.44
2017,MA,2104909,Guimarães,Nordeste,11728,6979.88
2018,MA,2104909,Guimarães,Nordeste,12063,7003.07
2019,MA,2104909,Guimarães,Nordeste,12030,6857.86
2020,MA,2104909,Guimarães,Nordeste,11997,7231.97
2021,MA,2104909,Guimarães,Nordeste,11966,7806.62
2017,MA,2111201,São José de Ribamar,Nordeste,176418,11366.49
2018,MA,2111201,São José de Ribamar,Nordeste,176321,12342.59
2019,MA,2111201,São José de Ribamar,Nordeste,177687,11947.19
2020,MA,2111201,São José de Ribamar,Nordeste,179028,12055.66
2021,MA,2111201,São José de Ribamar,Nordeste,180345,12719.88
2017,MA,2111300,São Luís,Nordeste,1091868,27335.53
2018,MA,2111300,São Luís,Nordeste,1094667,30673.57
2019,MA,2111300,São Luís,Nordeste,1101884,29134.14
2020,MA,2111300,São Luís,Nordeste,1108975,29817.74
2021,MA,2111300,São Luís,Nordeste,1115932,32739.65
2017,MA,2109452,Raposa,Nordeste,30863,6901.69
2018,MA,2109452,Raposa,Nordeste,30337,7825.2
2019,MA,2109452,Raposa,Nordeste,30761,8024.06
2020,MA,2109452,Raposa,Nordeste,31177,8247.68
2021,MA,2109452,Raposa,Nordeste,31586,9060.94
2017,MA,2107506,Paço do Lumiar,Nordeste,122420,7060.24
2018,MA,2107506,Paço do Lumiar,Nordeste,120621,7716.07
2019,MA,2107506,Paço do Lumiar,Nordeste,122197,8109.44
2020,MA,2107506,Paço do Lumiar,Nordeste,123747,8776.33
2021,MA,2107506,Paço do Lumiar,Nordeste,125265,9903.22
2017,MA,2107100,Morros,Nordeste,19282,6070.17
2018,MA,2107100,Morros,Nordeste,19292,6438.26
2019,MA,2107100,Morros,Nordeste,19433,6936.09
2020,MA,2107100,Morros,Nordeste,19572,6673.31
2021,MA,2107100,Morros,Nordeste,19708,7607.87
2017,MA,2109601,Rosário,Nordeste,42314,7341.33
2018,MA,2109601,Rosário,Nordeste,42482,8415.28
2019,MA,2109601,Rosário,Nordeste,42740,8682.64
2020,MA,2109601,Rosário,Nordeste,42994,9425.76
2021,MA,2109601,Rosário,Nordeste,43243,10249.98
2017,MA,2109205,Presidente Juscelino,Nordeste,12656,7289.03
2018,MA,2109205,Presidente Juscelino,Nordeste,12629,6882.57
2019,MA,2109205,Presidente Juscelino,Nordeste,12734,6430.74
2020,MA,2109205,Presidente Juscelino,Nordeste,12838,6553.28
2021,MA,2109205,Presidente Juscelino,Nordeste,12939,6530.57
2017,MA,2105104,Icatu,Nordeste,26835,4984.72
2018,MA,2105104,Icatu,Nordeste,26953,5781.92
2019,MA,2105104,Icatu,Nordeste,27113,5960.68
2020,MA,2105104,Icatu,Nordeste,27269,6311.23
2021,MA,2105104,Icatu,Nordeste,27423,6526.38
2017,MA,2102374,Cachoeira Grande,Nordeste,8930,6381.86
2018,MA,2102374,Cachoeira Grande,Nordeste,9382,5866.23
2019,MA,2102374,Cachoeira Grande,Nordeste,9431,5916.66
2020,MA,2102374,Cachoeira Grande,Nordeste,9478,6006.22
2021,MA,2102374,Cachoeira Grande,Nordeste,9524,6404.03
2017,MA,2101251,Bacabeira,Nordeste,17053,19901.19
2018,MA,2101251,Bacabeira,Nordeste,16855,18203.32
2019,MA,2101251,Bacabeira,Nordeste,17055,14874.35
2020,MA,2101251,Bacabeira,Nordeste,17252,20412.59
2021,MA,2101251,Bacabeira,Nordeste,17446,34352.97
2017,MA,2110203,Santa Rita,Nordeste,37090,7238.02
2018,MA,2110203,Santa Rita,Nordeste,37404,7214.28
2019,MA,2110203,Santa Rita,Nordeste,37855,7861.26
2020,MA,2110203,Santa Rita,Nordeste,38298,7925.9
2021,MA,2110203,Santa Rita,Nordeste,38732,9157.47
2017,MA,2101103,Axixá,Nordeste,11975,5742.88
2018,MA,2101103,Axixá,Nordeste,12076,6115.93
2019,MA,2101103,Axixá,Nordeste,12130,6470.65
2020,MA,2101103,Axixá,Nordeste,12183,6907.9
2021,MA,2101103,Axixá,Nordeste,12234,7964.93
2017,MA,2109403,Primeira Cruz,Nordeste,15207,4975.6
2018,MA,2109403,Primeira Cruz,Nordeste,15197,5033.3
2019,MA,2109403,Primeira Cruz,Nordeste,15315,5121.97
2020,MA,2109403,Primeira Cruz,Nordeste,15431,5450.26
2021,MA,2109403,Primeira Cruz,Nordeste,15545,5732.26
2017,MA,2101707,Barreirinhas,Nordeste,62458,7330.3
2018,MA,2101707,Barreirinhas,Nordeste,61828,7840.57
2019,MA,2101707,Barreirinhas,Nordeste,62528,7697.42
2020,MA,2101707,Barreirinhas,Nordeste,63217,7947.31
2021,MA,2101707,Barreirinhas,Nordeste,63891,9951.26
2017,MA,2110278,Santo Amaro do Maranhão,Nordeste,15853,5113.1
2018,MA,2110278,Santo Amaro do Maranhão,Nordeste,15654,5051.87
2019,MA,2110278,Santo Amaro do Maranhão,Nordeste,15846,4971.35
2020,MA,2110278,Santo Amaro do Maranhão,Nordeste,16034,5387.55
2021,MA,2110278,Santo Amaro do Maranhão,Nordeste,16219,5916.27
2017,MA,2105005,Humberto de Campos,Nordeste,28509,5077.31
2018,MA,2105005,Humberto de Campos,Nordeste,28498,5649.76
2019,MA,2105005,Humberto de Campos,Nordeste,28717,5619.11
2020,MA,2105005,Humberto de Campos,Nordeste,28932,5826.56
2021,MA,2105005,Humberto de Campos,Nordeste,29143,6327.8
2017,MA,2108058,Paulino Neves,Nordeste,15937,6651.5
2018,MA,2108058,Paulino Neves,Nordeste,15901,6471.86
2019,MA,2108058,Paulino Neves,Nordeste,16035,6511.32
2020,MA,2108058,Paulino Neves,Nordeste,16166,6004.08
2021,MA,2108058,Paulino Neves,Nordeste,16295,7263.58
2017,MA,2112506,Tutóia,Nordeste,58605,6730.09
2018,MA,2112506,Tutóia,Nordeste,58311,7011.39
2019,MA,2112506,Tutóia,Nordeste,58860,7021.51
2020,MA,2112506,Tutóia,Nordeste,59398,7971.18
2021,MA,2112506,Tutóia,Nordeste,59927,9115.54
2017,MA,2109270,Presidente Sarney,Nordeste,18797,7237.27
2018,MA,2109270,Presidente Sarney,Nordeste,18764,6820.67
2019,MA,2109270,Presidente Sarney,Nordeste,18918,6813.09
2020,MA,2109270,Presidente Sarney,Nordeste,19069,7157.74
2021,MA,2109270,Presidente Sarney,Nordeste,19217,8586.93
2017,MA,2110500,São Bento,Nordeste,46039,5584.85
2018,MA,2110500,São Bento,Nordeste,44811,6108.23
2019,MA,2110500,São Bento,Nordeste,45211,5981.93
2020,MA,2110500,São Bento,Nordeste,45604,6277.87
2021,MA,2110500,São Bento,Nordeste,45989,6789.21
2017,MA,2108603,Pinheiro,Nordeste,82374,10054.96
2018,MA,2108603,Pinheiro,Nordeste,82990,9946.05
2019,MA,2108603,Pinheiro,Nordeste,83387,10740.93
2020,MA,2108603,Pinheiro,Nordeste,83777,10882.83
2021,MA,2108603,Pinheiro,Nordeste,84160,12358.06
2017,MA,2109809,Santa Helena,Nordeste,41891,6661.1
2018,MA,2109809,Santa Helena,Nordeste,41770,6848.36
2019,MA,2109809,Santa Helena,Nordeste,42130,6373.01
2020,MA,2109809,Santa Helena,Nordeste,42483,7272.44
2021,MA,2109809,Santa Helena,Nordeste,42829,8359.57
2017,MA,2108256,Pedro do Rosário,Nordeste,25000,5246.76
2018,MA,2108256,Pedro do Rosário,Nordeste,24930,5614.28
2019,MA,2108256,Pedro do Rosário,Nordeste,25144,5821.59
2020,MA,2108256,Pedro do Rosário,Nordeste,25354,6095.76
2021,MA,2108256,Pedro do Rosário,Nordeste,25560,6177.78
2017,MA,2108405,Peri Mirim,Nordeste,14074,5462.91
2018,MA,2108405,Peri Mirim,Nordeste,14291,5478.9
2019,MA,2108405,Peri Mirim,Nordeste,14318,5402.22
2020,MA,2108405,Peri Mirim,Nordeste,14345,5658.21
2021,MA,2108405,Peri Mirim,Nordeste,14371,6677.27
2017,MA,2107605,Palmeirândia,Nordeste,19424,6414.64
2018,MA,2107605,Palmeirândia,Nordeste,19661,6287.47
2019,MA,2107605,Palmeirândia,Nordeste,19722,6328.77
2020,MA,2107605,Palmeirândia,Nordeste,19781,6517.87
2021,MA,2107605,Palmeirândia,Nordeste,19840,7012.85
2017,MA,2100709,Anajatuba,Nordeste,27352,6469.36
2018,MA,2100709,Anajatuba,Nordeste,26614,6670.06
2019,MA,2100709,Anajatuba,Nordeste,26803,6541.81
2020,MA,2100709,Anajatuba,Nordeste,26988,6786.76
2021,MA,2100709,Anajatuba,Nordeste,27170,7642.36
2017,MA,2101004,Arari,Nordeste,29388,7812.13
2018,MA,2101004,Arari,Nordeste,29764,8514.82
2019,MA,2101004,Arari,Nordeste,29848,8445.73
2020,MA,2101004,Arari,Nordeste,29932,9093.55
2021,MA,2101004,Arari,Nordeste,30014,10438.56
2017,MA,2111003,São João Batista,Nordeste,20307,6078.84
2018,MA,2111003,São João Batista,Nordeste,20629,5950.07
2019,MA,2111003,São João Batista,Nordeste,20665,5942.03
2020,MA,2111003,São João Batista,Nordeste,20701,6300.18
2021,MA,2111003,São João Batista,Nordeste,20736,6540.56
2017,MA,2107456,Olinda Nova do Maranhão,Nordeste,14637,5780.9
2018,MA,2107456,Olinda Nova do Maranhão,Nordeste,14563,6189.66
2019,MA,2107456,Olinda Nova do Maranhão,Nordeste,14701,6047.62
2020,MA,2107456,Olinda Nova do Maranhão,Nordeste,14836,6325.69
2021,MA,2107456,Olinda Nova do Maranhão,Nordeste,14968,7169.09
2017,MA,2108306,Penalva,Nordeste,38144,4917.79
2018,MA,2108306,Penalva,Nordeste,38203,5595.58
2019,MA,2108306,Penalva,Nordeste,38470,5630.6
2020,MA,2108306,Penalva,Nordeste,38731,6100.95
2021,MA,2108306,Penalva,Nordeste,38987,6509.63
2017,MA,2111706,São Vicente Ferrer,Nordeste,20913,6316.88
2018,MA,2111706,São Vicente Ferrer,Nordeste,22142,6189.73
2019,MA,2111706,São Vicente Ferrer,Nordeste,22247,5937.92
2020,MA,2111706,São Vicente Ferrer,Nordeste,22350,6117.9
2021,MA,2111706,São Vicente Ferrer,Nordeste,22452,6493.01
2017,MA,2112803,Viana,Nordeste,51738,7885.91
2018,MA,2112803,Viana,Nordeste,52229,7884.66
2019,MA,2112803,Viana,Nordeste,52441,7739.17
2020,MA,2112803,Viana,Nordeste,52649,8671.43
2021,MA,2112803,Viana,Nordeste,52852,9280.44
2017,MA,2106508,Matinha,Nordeste,23091,6718.42
2018,MA,2106508,Matinha,Nordeste,23256,6940.45
2019,MA,2106508,Matinha,Nordeste,23370,7072.66
2020,MA,2106508,Matinha,Nordeste,23482,7568.78
2021,MA,2106508,Matinha,Nordeste,23591,8341.53
2017,MA,2102507,Cajari,Nordeste,19110,5177.92
2018,MA,2102507,Cajari,Nordeste,19307,5341.02
2019,MA,2102507,Cajari,Nordeste,19379,5637.39
2020,MA,2102507,Cajari,Nordeste,19451,5791.89
2021,MA,2102507,Cajari,Nordeste,19521,6562.73
2017,MA,2112902,Vitória do Mearim,Nordeste,32267,7919.39
2018,MA,2112902,Vitória do Mearim,Nordeste,32664,7879.9
2019,MA,2112902,Vitória do Mearim,Nordeste,32764,7431.78
2020,MA,2112902,Vitória do Mearim,Nordeste,32861,7892.43
2021,MA,2112902,Vitória do Mearim,Nordeste,32956,9656.03
2017,MA,2105153,Igarapé do Meio,Nordeste,14147,11268.96
2018,MA,2105153,Igarapé do Meio,Nordeste,14026,13266.86
2019,MA,2105153,Igarapé do Meio,Nordeste,14177,13947.52
2020,MA,2105153,Igarapé do Meio,Nordeste,14324,16009.42
2021,MA,2105153,Igarapé do Meio,Nordeste,14470,25617.97
2017,MA,2101772,Bela Vista do Maranhão,Nordeste,11103,7174.01
2018,MA,2101772,Bela Vista do Maranhão,Nordeste,11138,7594.63
2019,MA,2101772,Bela Vista do Maranhão,Nordeste,11209,7345.88
2020,MA,2101772,Bela Vista do Maranhão,Nordeste,11279,7566.81
2021,MA,2101772,Bela Vista do Maranhão,Nordeste,11347,9480.48
2017,MA,2106904,Monção,Nordeste,33156,6005.85
2018,MA,2106904,Monção,Nordeste,33201,6532.63
2019,MA,2106904,Monção,Nordeste,33434,6998.86
2020,MA,2106904,Monção,Nordeste,33664,7083.56
2021,MA,2106904,Monção,Nordeste,33888,7604.26
2017,MA,2103554,Conceição do Lago-Açu,Nordeste,16192,6003.09
2018,MA,2103554,Conceição do Lago-Açu,Nordeste,16072,6794.61
2019,MA,2103554,Conceição do Lago-Açu,Nordeste,16237,7563.53
2020,MA,2103554,Conceição do Lago-Açu,Nordeste,16400,8131.89
2021,MA,2103554,Conceição do Lago-Açu,Nordeste,16559,8891.36
2017,MA,2105401,Itapecuru Mirim,Nordeste,67726,8771.83
2018,MA,2105401,Itapecuru Mirim,Nordeste,67673,8319.09
2019,MA,2105401,Itapecuru Mirim,Nordeste,68203,8098.63
2020,MA,2105401,Itapecuru Mirim,Nordeste,68723,9456.44
2021,MA,2105401,Itapecuru Mirim,Nordeste,69233,11164.33
2017,MA,2106755,Miranda do Norte,Nordeste,28456,17140.57
2018,MA,2106755,Miranda do Norte,Nordeste,28001,19131.53
2019,MA,2106755,Miranda do Norte,Nordeste,28381,16968.78
2020,MA,2106755,Miranda do Norte,Nordeste,28754,18229.81
2021,MA,2106755,Miranda do Norte,Nordeste,29121,27081.28
2017,MA,2109304,Presidente Vargas,Nordeste,11474,5079.05
2018,MA,2109304,Presidente Vargas,Nordeste,11124,6266.63
2019,MA,2109304,Presidente Vargas,Nordeste,11193,6105.24
2020,MA,2109304,Presidente Vargas,Nordeste,11261,6373.5
2021,MA,2109304,Presidente Vargas,Nordeste,11328,6725.9
2017,MA,2108801,Pirapemas,Nordeste,18413,5996.09
2018,MA,2108801,Pirapemas,Nordeste,18527,6274.57
2019,MA,2108801,Pirapemas,Nordeste,18625,6217.02
2020,MA,2108801,Pirapemas,Nordeste,18720,6698.93
2021,MA,2108801,Pirapemas,Nordeste,18814,6952.32
2017,MA,2112704,Vargem Grande,Nordeste,56511,5446.43
2018,MA,2112704,Vargem Grande,Nordeste,55841,5822.53
2019,MA,2112704,Vargem Grande,Nordeste,56510,6063.79
2020,MA,2112704,Vargem Grande,Nordeste,57168,6619.4
2021,MA,2112704,Vargem Grande,Nordeste,57813,7499.63
2017,MA,2102705,Cantanhede,Nordeste,21759,5518.04
2018,MA,2102705,Cantanhede,Nordeste,21872,5679.96
2019,MA,2102705,Cantanhede,Nordeste,21995,5928.21
2020,MA,2102705,Cantanhede,Nordeste,22117,6153.5
2021,MA,2102705,Cantanhede,Nordeste,22236,6900.34
2017,MA,2107209,Nina Rodrigues,Nordeste,14489,4474.22
2018,MA,2107209,Nina Rodrigues,Nordeste,14264,5066.95
2019,MA,2107209,Nina Rodrigues,Nordeste,14454,5293.55
2020,MA,2107209,Nina Rodrigues,Nordeste,14642,5619.04
2021,MA,2107209,Nina Rodrigues,Nordeste,14826,5971.87
2017,MA,2106631,Matões do Norte,Nordeste,16908,4689.91
2018,MA,2106631,Matões do Norte,Nordeste,16451,4778.49
2019,MA,2106631,Matões do Norte,Nordeste,16745,4475.19
2020,MA,2106631,Matões do Norte,Nordeste,17033,4920.62
2021,MA,2106631,Matões do Norte,Nordeste,17316,5737.06
2017,MA,2112456,Turilândia,Nordeste,25533,6135.43
2018,MA,2112456,Turilândia,Nordeste,25365,6258.7
2019,MA,2112456,Turilândia,Nordeste,25619,6327.92
2020,MA,2112456,Turilândia,Nordeste,25868,6921.76
2021,MA,2112456,Turilândia,Nordeste,26112,8544.46
2017,MA,2112407,Turiaçu,Nordeste,35063,8165.64
2018,MA,2112407,Turiaçu,Nordeste,35497,7169.68
2019,MA,2112407,Turiaçu,Nordeste,35604,6642.26
2020,MA,2112407,Turiaçu,Nordeste,35709,7357.25
2021,MA,2112407,Turiaçu,Nordeste,35811,8264.7
2017,MA,2106201,Luís Domingues,Nordeste,6867,6998.54
2018,MA,2106201,Luís Domingues,Nordeste,6917,7188.81
2019,MA,2106201,Luís Domingues,Nordeste,6951,6624.8
2020,MA,2106201,Luís Domingues,Nordeste,6984,7438.57
2021,MA,2106201,Luís Domingues,Nordeste,7016,8174.32
2017,MA,2102903,Carutapera,Nordeste,23576,6587.46
2018,MA,2102903,Carutapera,Nordeste,23658,7015.85
2019,MA,2102903,Carutapera,Nordeste,23807,6996.77
2020,MA,2102903,Carutapera,Nordeste,23952,7440.55
2021,MA,2102903,Carutapera,Nordeste,24095,8385.14
2017,MA,2104677,Governador Nunes Freire,Nordeste,24991,7265.06
2018,MA,2104677,Governador Nunes Freire,Nordeste,25616,8379.33
2019,MA,2104677,Governador Nunes Freire,Nordeste,25577,8601.56
2020,MA,2104677,Governador Nunes Freire,Nordeste,25539,8843.02
2021,MA,2104677,Governador Nunes Freire,Nordeste,25502,10117.48
2017,MA,2101970,Boa Vista do Gurupi,Nordeste,9320,6594.1
2018,MA,2101970,Boa Vista do Gurupi,Nordeste,9158,6846.58
2019,MA,2101970,Boa Vista do Gurupi,Nordeste,9287,6410.25
2020,MA,2101970,Boa Vista do Gurupi,Nordeste,8382,7169.65
2021,MA,2101970,Boa Vista do Gurupi,Nordeste,8494,7953.14
2017,MA,2103174,Centro Novo do Maranhão,Nordeste,21565,6532.34
2018,MA,2103174,Centro Novo do Maranhão,Nordeste,21399,6839.15
2019,MA,2103174,Centro Novo do Maranhão,Nordeste,21622,6373.65
2020,MA,2103174,Centro Novo do Maranhão,Nordeste,21840,7074.13
2021,MA,2103174,Centro Novo do Maranhão,Nordeste,22056,9104.33
2017,MA,2105658,Junco do Maranhão,Nordeste,3237,13076.92
2018,MA,2105658,Junco do Maranhão,Nordeste,3506,13041.64
2019,MA,2105658,Junco do Maranhão,Nordeste,3432,12669.87
2020,MA,2105658,Junco do Maranhão,Nordeste,4392,11898.91
2021,MA,2105658,Junco do Maranhão,Nordeste,4334,14239.5
2017,MA,2100550,Amapá do Maranhão,Nordeste,6895,7111.68
2018,MA,2100550,Amapá do Maranhão,Nordeste,6918,7432.64
2019,MA,2100550,Amapá do Maranhão,Nordeste,6962,7443.26
2020,MA,2100550,Amapá do Maranhão,Nordeste,7005,7845.25
2021,MA,2100550,Amapá do Maranhão,Nordeste,7047,9963.53
2017,MA,2102606,Cândido Mendes,Nordeste,19943,6113.87
2018,MA,2102606,Cândido Mendes,Nordeste,20076,6459.06
2019,MA,2102606,Cândido Mendes,Nordeste,20178,6710.72
2020,MA,2102606,Cândido Mendes,Nordeste,20278,7018.79
2021,MA,2102606,Cândido Mendes,Nordeste,20376,7205.59
2017,MA,2104305,Godofredo Viana,Nordeste,11830,6404.56
2018,MA,2104305,Godofredo Viana,Nordeste,11672,9839.19
2019,MA,2104305,Godofredo Viana,Nordeste,11819,35170.57
2020,MA,2104305,Godofredo Viana,Nordeste,11963,110194.85
2021,MA,2104305,Godofredo Viana,Nordeste,12104,219655.82
2017,MA,2103158,Centro do Guilherme,Nordeste,13555,5243.75
2018,MA,2103158,Centro do Guilherme,Nordeste,13243,6088.5
2019,MA,2103158,Centro do Guilherme,Nordeste,13458,6395.53
2020,MA,2103158,Centro do Guilherme,Nordeste,13670,6337.45
2021,MA,2103158,Centro do Guilherme,Nordeste,13876,7477.73
2017,MA,2106326,Maracaçumé,Nordeste,21293,7519.42
2018,MA,2106326,Maracaçumé,Nordeste,21201,8418.75
2019,MA,2106326,Maracaçumé,Nordeste,21395,8037.63
2020,MA,2106326,Maracaçumé,Nordeste,21586,8452.52
2021,MA,2106326,Maracaçumé,Nordeste,21773,9510.68
2017,MA,2106375,Maranhãozinho,Nordeste,16366,5746.91
2018,MA,2106375,Maranhãozinho,Nordeste,16013,6159.87
2019,MA,2106375,Maranhãozinho,Nordeste,16265,6213.77
2020,MA,2106375,Maranhãozinho,Nordeste,16511,6290.35
2021,MA,2106375,Maranhãozinho,Nordeste,16754,7218.22
2017,MA,2114007,Zé Doca,Nordeste,51084,7560.21
2018,MA,2114007,Zé Doca,Nordeste,51471,8417.92
2019,MA,2114007,Zé Doca,Nordeste,51714,8546.58
2020,MA,2114007,Zé Doca,Nordeste,51956,8783.99
2021,MA,2114007,Zé Doca,Nordeste,52190,10867.33
2017,MA,2109908,Santa Inês,Nordeste,88013,13968.64
2018,MA,2109908,Santa Inês,Nordeste,88590,14554.45
2019,MA,2109908,Santa Inês,Nordeste,89044,13970.42
2020,MA,2109908,Santa Inês,Nordeste,89489,14897.47
2021,MA,2109908,Santa Inês,Nordeste,89927,16303.11
2017,MA,2104651,Governador Newton Bello,Nordeste,9921,6139.7
2018,MA,2104651,Governador Newton Bello,Nordeste,10211,6585.84
2019,MA,2104651,Governador Newton Bello,Nordeste,10180,6578.0
2020,MA,2104651,Governador Newton Bello,Nordeste,10151,7376.81
2021,MA,2104651,Governador Newton Bello,Nordeste,10121,8318.45
2017,MA,2111029,São João do Carú,Nordeste,15450,5530.87
2018,MA,2111029,São João do Carú,Nordeste,15828,5749.37
2019,MA,2111029,São João do Carú,Nordeste,15808,5910.17
2020,MA,2111029,São João do Carú,Nordeste,15787,6563.31
2021,MA,2111029,São João do Carú,Nordeste,15768,7803.08
2017,MA,2100477,Alto Alegre do Pindaré,Nordeste,31312,5806.59
2018,MA,2100477,Alto Alegre do Pindaré,Nordeste,31894,5968.14
2019,MA,2100477,Alto Alegre do Pindaré,Nordeste,31919,6428.99
2020,MA,2100477,Alto Alegre do Pindaré,Nordeste,31943,7212.19
2021,MA,2100477,Alto Alegre do Pindaré,Nordeste,31967,7876.44
2017,MA,2107357,Nova Olinda do Maranhão,Nordeste,20768,6375.96
2018,MA,2107357,Nova Olinda do Maranhão,Nordeste,20774,6397.47
2019,MA,2107357,Nova Olinda do Maranhão,Nordeste,20928,6733.9
2020,MA,2107357,Nova Olinda do Maranhão,Nordeste,21080,7348.67
2021,MA,2107357,Nova Olinda do Maranhão,Nordeste,21228,8629.4
2017,MA,2108504,Pindaré-Mirim,Nordeste,32488,8697.55
2018,MA,2108504,Pindaré-Mirim,Nordeste,32815,7915.25
2019,MA,2108504,Pindaré-Mirim,Nordeste,32941,8170.88
2020,MA,2108504,Pindaré-Mirim,Nordeste,33065,9542.42
2021,MA,2108504,Pindaré-Mirim,Nordeste,33186,8926.87
2017,MA,2110005,Santa Luzia,Nordeste,71576,7636.48
2018,MA,2110005,Santa Luzia,Nordeste,72440,7857.83
2019,MA,2110005,Santa Luzia,Nordeste,72667,8282.73
2020,MA,2110005,Santa Luzia,Nordeste,72887,8427.13
2021,MA,2110005,Santa Luzia,Nordeste,73105,10171.03
2017,MA,2100873,Araguanã,Nordeste,15332,5074.03
2018,MA,2100873,Araguanã,Nordeste,15297,5298.75
2019,MA,2100873,Araguanã,Nordeste,15426,5145.99
2020,MA,2100873,Araguanã,Nordeste,15551,5836.02
2021,MA,2100873,Araguanã,Nordeste,15675,6491.48
2017,MA,2112274,Tufilândia,Nordeste,5746,8143.75
2018,MA,2112274,Tufilândia,Nordeste,5826,8315.65
2019,MA,2112274,Tufilândia,Nordeste,5840,8418.66
2020,MA,2112274,Tufilândia,Nordeste,5854,8674.92
2021,MA,2112274,Tufilândia,Nordeste,5868,10237.05
2017,MA,2102002,Bom Jardim,Nordeste,41120,7359.63
2018,MA,2102002,Bom Jardim,Nordeste,41435,7596.79
2019,MA,2102002,Bom Jardim,Nordeste,41630,7628.32
2020,MA,2102002,Bom Jardim,Nordeste,41822,8118.26
2021,MA,2102002,Bom Jardim,Nordeste,42010,9793.62
2017,MA,2105963,Lagoa Grande do Maranhão,Nordeste,11286,6394.83
2018,MA,2105963,Lagoa Grande do Maranhão,Nordeste,11320,6942.58
2019,MA,2105963,Lagoa Grande do Maranhão,Nordeste,11394,6757.24
2020,MA,2105963,Lagoa Grande do Maranhão,Nordeste,11464,7489.1
2021,MA,2105963,Lagoa Grande do Maranhão,Nordeste,11534,8882.78
2017,MA,2113009,Vitorino Freire,Nordeste,30879,7271.61
2018,MA,2113009,Vitorino Freire,Nordeste,31525,8140.33
